customer_id,name,age,city,signup_date
234,331,45,Kolkata,9/1/23
235,999,42,Hyderabad,4/6/23
236,820,58,Bengaluru,1/31/23
237,977,50,Chennai,1/1/24
238,349,48,Mumbai,11/13/23
239,490,45,Delhi,7/17/23
240,61,51,Kolkata,4/16/23
241,804,56,Hyderabad,12/10/23
242,575,44,Bengaluru,3/7/23
243,819,20,Chennai,10/7/23
244,765,25,Mumbai,7/5/23
245,405,34,Delhi,6/18/23
246,531,45,Kolkata,7/10/23
247,970,30,Hyderabad,9/26/23
248,438,54,Bengaluru,4/19/23
249,609,25,Chennai,10/30/23
250,610,20,Mumbai,11/18/23
251,957,49,Delhi,10/13/23
252,939,26,Kolkata,5/2/23
253,355,35,Hyderabad,6/25/23
254,940,50,Bengaluru,2/19/23
255,831,48,Chennai,9/7/23
256,408,48,Mumbai,11/6/23
257,795,28,Delhi,8/13/23
258,227,32,Kolkata,4/13/23
259,521,43,Hyderabad,11/10/23
260,528,50,Bengaluru,2/26/23
261,623,21,Chennai,9/6/23
262,8,28,Mumbai,6/27/23
263,474,55,Delhi,11/26/23
264,934,26,Kolkata,2/10/23
265,471,20,Hyderabad,12/10/23
266,314,49,Bengaluru,3/13/23
267,31,23,Chennai,10/5/23
268,911,57,Mumbai,12/25/23
269,832,26,Delhi,8/23/23
270,673,33,Kolkata,2/17/23
271,649,40,Hyderabad,7/7/23
272,82,25,Bengaluru,3/23/23
273,356,46,Chennai,10/30/23
274,571,41,Mumbai,2/13/23
275,634,22,Delhi,7/6/23
276,5,48,Kolkata,9/23/23
277,583,34,Hyderabad,12/19/23
278,294,50,Bengaluru,4/23/23
279,332,18,Chennai,12/3/23
280,279,37,Mumbai,3/21/23
281,607,18,Delhi,10/9/23
282,997,48,Kolkata,3/2/23
283,569,30,Hyderabad,1/12/23
284,221,54,Bengaluru,10/9/23
285,481,37,Chennai,7/26/23
286,798,43,Mumbai,7/30/23
287,916,25,Delhi,12/16/23
288,751,27,Kolkata,3/14/23
289,995,41,Hyderabad,9/25/23
290,267,54,Bengaluru,5/18/23
291,922,19,Chennai,3/16/23
292,890,56,Mumbai,1/11/23
293,929,52,Delhi,5/12/23
294,577,43,Kolkata,7/10/23
295,520,38,Hyderabad,10/14/23
296,360,29,Bengaluru,1/5/23
297,655,24,Chennai,1/1/23
298,469,53,Mumbai,8/23/23
299,482,39,Delhi,9/28/23
300,297,19,Kolkata,11/8/23
301,336,28,Hyderabad,8/26/23
302,16,46,Bengaluru,1/1/24
303,191,57,Chennai,11/10/23
304,455,57,Mumbai,1/16/23
305,666,21,Delhi,12/27/23
306,399,32,Kolkata,1/8/23
307,340,26,Hyderabad,11/14/23
308,848,50,Bengaluru,6/2/23
309,297,47,Chennai,12/4/23
310,447,43,Mumbai,3/24/23
311,75,45,Delhi,5/4/23
312,384,48,Kolkata,1/20/23
313,886,19,Hyderabad,5/2/23
314,305,39,Bengaluru,6/22/23
315,509,36,Chennai,3/18/23
316,781,20,Mumbai,8/29/23
317,571,54,Delhi,2/8/23
318,506,47,Kolkata,10/28/23
319,750,29,Hyderabad,9/22/23
320,910,42,Bengaluru,12/14/23
321,419,40,Chennai,10/12/23
322,591,56,Mumbai,3/14/23
323,808,30,Delhi,10/26/23
324,422,41,Kolkata,5/2/23
325,24,57,Hyderabad,12/16/23
326,936,54,Bengaluru,9/30/23
327,734,28,Chennai,7/2/23
328,139,21,Mumbai,4/7/23
329,477,23,Delhi,9/9/23
330,127,22,Kolkata,12/3/23
331,537,41,Hyderabad,12/28/23
332,406,32,Bengaluru,10/2/23
333,308,52,Chennai,2/22/23
334,348,34,Mumbai,1/2/23
335,678,54,Delhi,7/2/23
336,645,19,Kolkata,10/2/23
337,935,25,Hyderabad,9/25/23
338,115,40,Bengaluru,7/21/23
339,502,36,Chennai,6/26/23
340,853,60,Mumbai,10/10/23
341,635,29,Delhi,10/11/23
342,627,53,Kolkata,11/5/23
343,375,31,Hyderabad,3/6/23
344,601,51,Bengaluru,10/3/23
345,771,44,Chennai,12/15/23
346,285,52,Mumbai,12/20/23
347,517,45,Delhi,10/30/23
348,666,47,Kolkata,10/18/23
349,937,29,Hyderabad,9/20/23
350,749,32,Bengaluru,12/5/23
351,144,47,Chennai,9/9/23
352,45,49,Mumbai,2/3/23
353,306,31,Delhi,1/25/23
354,481,23,Kolkata,1/3/23
355,826,21,Hyderabad,6/16/23
356,230,54,Bengaluru,12/21/23
357,903,24,Chennai,11/24/23
358,88,58,Mumbai,6/18/23
359,446,31,Delhi,6/28/23
360,811,40,Kolkata,2/18/23
361,998,43,Hyderabad,3/30/23
362,568,29,Bengaluru,6/19/23
363,318,44,Chennai,3/12/23
364,756,26,Mumbai,3/25/23
365,50,40,Delhi,12/4/23
366,767,22,Kolkata,8/2/23
367,603,25,Hyderabad,3/23/23
368,78,50,Bengaluru,5/17/23
369,114,19,Chennai,1/12/23
370,64,29,Mumbai,3/1/23
371,786,18,Delhi,12/26/23
372,111,46,Kolkata,4/15/23
373,322,23,Hyderabad,9/12/23
374,609,23,Bengaluru,4/13/23
375,493,39,Chennai,1/20/23
376,31,33,Mumbai,6/9/23
377,298,30,Delhi,9/18/23
378,706,40,Kolkata,5/5/23
379,406,46,Hyderabad,9/7/23
380,882,48,Bengaluru,11/25/23
381,675,55,Chennai,10/26/23
382,935,59,Mumbai,7/16/23
383,992,39,Delhi,9/3/23
384,507,59,Kolkata,11/29/23
385,69,21,Hyderabad,9/16/23
386,811,23,Bengaluru,5/7/23
387,91,33,Chennai,10/30/23
388,472,27,Mumbai,6/25/23
389,905,37,Delhi,12/31/23
390,195,50,Kolkata,11/26/23
391,934,52,Hyderabad,8/4/23
392,890,26,Bengaluru,7/10/23
393,22,34,Chennai,9/19/23
394,447,39,Mumbai,3/31/23
395,85,56,Delhi,7/14/23
396,556,43,Kolkata,6/30/23
397,553,28,Hyderabad,8/31/23
398,634,57,Bengaluru,7/19/23
399,346,27,Chennai,8/5/23
400,146,36,Mumbai,6/25/23
401,507,34,Delhi,5/6/23
402,142,33,Kolkata,7/12/23
403,175,54,Hyderabad,6/30/23
404,277,24,Bengaluru,1/1/24
405,672,44,Chennai,8/18/23
406,548,56,Mumbai,6/13/23
407,129,47,Delhi,2/18/23
408,418,47,Kolkata,7/25/23
409,317,57,Hyderabad,4/16/23
410,211,34,Bengaluru,7/23/23
411,382,54,Chennai,6/1/23
412,461,34,Mumbai,9/22/23
413,647,53,Delhi,2/23/23
414,565,55,Kolkata,7/2/23
415,975,25,Hyderabad,12/27/23
416,266,18,Bengaluru,10/23/23
417,856,36,Chennai,9/30/23
418,79,37,Mumbai,5/28/23
419,792,56,Delhi,2/13/23
420,102,34,Kolkata,6/9/23
421,136,54,Hyderabad,6/6/23
422,973,35,Bengaluru,9/19/23
423,619,31,Chennai,6/18/23
424,479,50,Mumbai,4/18/23
425,376,58,Delhi,4/12/23
426,406,32,Kolkata,11/29/23
427,358,57,Hyderabad,10/21/23
428,745,46,Bengaluru,4/15/23
429,292,55,Chennai,1/10/23
430,538,54,Mumbai,1/1/23
431,323,35,Delhi,7/10/23
432,594,46,Kolkata,8/26/23
433,768,53,Hyderabad,9/9/23
434,995,18,Bengaluru,1/12/23
435,487,48,Chennai,1/15/23
436,871,27,Mumbai,1/30/23
437,947,52,Delhi,12/22/23
438,984,20,Kolkata,12/18/23
439,333,53,Hyderabad,6/20/23
440,652,26,Bengaluru,12/21/23
441,210,34,Chennai,12/14/23
442,676,57,Mumbai,6/15/23
443,817,47,Delhi,6/27/23
444,256,48,Kolkata,8/4/23
445,81,24,Hyderabad,11/4/23
446,219,25,Bengaluru,2/5/23
447,424,20,Chennai,9/27/23
448,868,57,Mumbai,4/30/23
449,997,54,Delhi,4/24/23
450,451,50,Kolkata,5/26/23
451,413,44,Hyderabad,9/6/23
452,443,19,Bengaluru,2/25/23
453,132,57,Chennai,1/1/23
454,345,48,Mumbai,10/19/23
455,238,24,Delhi,8/31/23
456,694,60,Kolkata,2/17/23
457,711,47,Hyderabad,5/14/23
458,16,49,Bengaluru,11/5/23
459,517,48,Chennai,7/25/23
460,22,33,Mumbai,6/1/23
461,985,29,Delhi,5/6/23
462,703,53,Kolkata,7/3/23
463,384,20,Hyderabad,10/28/23
464,532,60,Bengaluru,8/4/23
465,381,43,Chennai,3/16/23
466,939,25,Mumbai,7/19/23
467,783,60,Delhi,7/16/23
468,842,43,Kolkata,5/15/23
469,509,40,Hyderabad,8/30/23
470,332,24,Bengaluru,3/19/23
471,958,57,Chennai,7/7/23
472,656,41,Mumbai,11/21/23
473,958,51,Delhi,9/30/23
474,6,35,Kolkata,11/9/23
475,379,24,Hyderabad,11/24/23
476,558,27,Bengaluru,7/14/23
477,968,59,Chennai,1/16/23
478,838,32,Mumbai,2/14/23
479,547,20,Delhi,1/27/23
480,973,30,Kolkata,6/3/23
481,717,28,Hyderabad,10/1/23
482,603,53,Bengaluru,4/28/23
483,139,21,Chennai,12/13/23
484,890,41,Mumbai,4/19/23
485,471,53,Delhi,12/21/23
486,50,59,Kolkata,8/6/23
487,748,23,Hyderabad,3/1/23
488,557,47,Bengaluru,9/8/23
489,207,25,Chennai,1/29/23
490,199,55,Mumbai,6/7/23
491,183,55,Delhi,7/5/23
492,850,30,Kolkata,6/14/23
493,66,47,Hyderabad,8/2/23
494,467,39,Bengaluru,12/6/23
495,795,54,Chennai,2/22/23
496,316,30,Mumbai,5/28/23
497,309,41,Delhi,10/9/23
498,331,59,Kolkata,9/2/23
499,508,57,Hyderabad,11/3/23
500,794,54,Bengaluru,3/16/23
501,830,30,Chennai,2/18/23
502,247,40,Mumbai,2/7/23
503,435,57,Delhi,10/29/23
504,199,56,Kolkata,5/8/23
505,159,27,Hyderabad,6/19/23
506,134,54,Bengaluru,9/29/23
507,305,27,Chennai,10/15/23
508,39,55,Mumbai,2/27/23
509,458,37,Delhi,9/1/23
510,375,38,Kolkata,12/29/23
511,545,50,Hyderabad,5/16/23
512,770,59,Bengaluru,6/5/23
513,976,53,Chennai,4/15/23
514,104,26,Mumbai,9/20/23
515,498,53,Delhi,4/23/23
516,623,49,Kolkata,8/24/23
517,564,51,Hyderabad,4/19/23
518,746,39,Bengaluru,9/28/23
519,193,52,Chennai,10/3/23
520,463,54,Mumbai,11/7/23
521,826,25,Delhi,7/11/23
522,950,24,Kolkata,6/16/23
523,642,32,Hyderabad,8/14/23
524,271,34,Bengaluru,4/19/23
525,289,59,Chennai,5/18/23
526,924,50,Mumbai,8/7/23
527,340,24,Delhi,3/7/23
528,153,44,Kolkata,8/18/23
529,945,20,Hyderabad,1/19/23
530,275,57,Bengaluru,2/21/23
531,465,24,Chennai,10/28/23
532,296,34,Mumbai,10/19/23
533,120,47,Delhi,5/7/23
534,957,48,Kolkata,7/9/23
535,637,52,Hyderabad,2/21/23
536,410,21,Bengaluru,9/18/23
537,150,53,Chennai,1/1/24
538,519,51,Mumbai,4/26/23
539,215,48,Delhi,7/14/23
540,48,48,Kolkata,11/1/23
541,769,43,Hyderabad,6/29/23
542,204,48,Bengaluru,3/24/23
543,607,48,Chennai,9/26/23
544,244,54,Mumbai,2/6/23
545,209,47,Delhi,3/20/23
546,967,59,Kolkata,10/4/23
547,271,57,Hyderabad,12/6/23
548,297,52,Bengaluru,1/22/23
549,91,35,Chennai,11/26/23
550,971,22,Mumbai,10/16/23
551,825,46,Delhi,2/6/23
552,116,21,Kolkata,9/18/23
553,138,58,Hyderabad,7/24/23
554,986,60,Bengaluru,2/22/23
555,67,20,Chennai,4/25/23
556,930,44,Mumbai,5/30/23
557,564,57,Delhi,2/11/23
558,708,43,Kolkata,4/11/23
559,520,45,Hyderabad,7/26/23
560,879,48,Bengaluru,10/22/23
561,437,40,Chennai,12/10/23
562,39,35,Mumbai,9/25/23
563,354,30,Delhi,1/24/23
564,508,54,Kolkata,1/10/23
565,942,49,Hyderabad,1/25/23
566,12,59,Bengaluru,11/27/23
567,57,48,Chennai,12/28/23
568,599,41,Mumbai,5/4/23
569,513,34,Delhi,5/28/23
570,878,21,Kolkata,4/8/23
571,395,23,Hyderabad,4/16/23
572,435,42,Bengaluru,7/19/23
573,257,44,Chennai,9/24/23
574,695,45,Mumbai,8/10/23
575,114,19,Delhi,5/30/23
576,21,22,Kolkata,11/25/23
577,70,51,Hyderabad,12/11/23
578,710,24,Bengaluru,5/15/23
579,533,31,Chennai,5/6/23
580,975,40,Mumbai,8/23/23
581,68,26,Delhi,1/15/23
582,923,58,Kolkata,11/9/23
583,912,50,Hyderabad,1/27/23
584,30,19,Bengaluru,12/15/23
585,854,35,Chennai,10/27/23
586,602,34,Mumbai,11/21/23
587,278,47,Delhi,6/3/23
588,930,53,Kolkata,6/20/23
589,68,28,Hyderabad,4/24/23
590,764,19,Bengaluru,6/17/23
591,926,42,Chennai,7/20/23
592,362,36,Mumbai,9/17/23
593,472,21,Delhi,9/24/23
594,515,24,Kolkata,1/26/23
595,989,19,Hyderabad,3/22/23
596,380,30,Bengaluru,9/3/23
597,493,21,Chennai,7/3/23
598,751,18,Mumbai,6/5/23
599,108,38,Delhi,2/24/23
600,421,49,Kolkata,3/14/23
601,900,34,Hyderabad,12/23/23
602,487,36,Bengaluru,7/23/23
603,452,53,Chennai,7/23/23
604,818,21,Mumbai,5/14/23
605,953,41,Delhi,1/4/23
606,824,43,Kolkata,3/21/23
607,84,26,Hyderabad,12/4/23
608,802,49,Bengaluru,4/1/23
609,398,60,Chennai,4/5/23
610,491,27,Mumbai,8/22/23
611,358,33,Delhi,7/22/23
612,443,25,Kolkata,6/25/23
613,41,24,Hyderabad,7/3/23
614,945,59,Bengaluru,12/14/23
615,391,33,Chennai,6/17/23
616,187,37,Mumbai,12/27/23
617,368,20,Delhi,8/15/23
618,13,25,Kolkata,8/25/23
619,435,42,Hyderabad,9/25/23
620,620,23,Bengaluru,7/14/23
621,336,60,Chennai,5/16/23
622,944,54,Mumbai,1/20/23
623,524,42,Delhi,11/27/23
624,792,19,Kolkata,4/26/23
625,614,25,Hyderabad,12/9/23
626,221,53,Bengaluru,5/23/23
627,770,38,Chennai,3/24/23
628,933,50,Mumbai,4/21/23
629,771,56,Delhi,6/17/23
630,648,54,Kolkata,4/2/23
631,469,28,Hyderabad,10/31/23
632,981,41,Bengaluru,12/14/23
633,59,21,Chennai,10/6/23
634,476,59,Mumbai,6/9/23
635,86,60,Delhi,5/19/23
636,676,31,Kolkata,8/4/23
637,936,50,Hyderabad,11/30/23
638,429,19,Bengaluru,7/19/23
639,875,35,Chennai,11/3/23
640,335,19,Mumbai,8/10/23
641,533,54,Delhi,11/5/23
642,107,53,Kolkata,12/2/23
643,532,46,Hyderabad,6/12/23
644,168,43,Bengaluru,12/6/23
645,334,39,Chennai,3/30/23
646,873,38,Mumbai,6/7/23
647,928,35,Delhi,10/5/23
648,881,55,Kolkata,6/26/23
649,594,40,Hyderabad,5/31/23
650,11,49,Bengaluru,2/9/23
651,564,48,Chennai,2/18/23
652,771,57,Mumbai,7/25/23
653,265,19,Delhi,8/9/23
654,685,20,Kolkata,12/25/23
655,633,26,Hyderabad,7/19/23
656,160,35,Bengaluru,3/13/23
657,744,54,Chennai,1/6/23
658,185,50,Mumbai,4/25/23
659,551,40,Delhi,4/23/23
660,365,24,Kolkata,12/7/23
661,360,55,Hyderabad,6/18/23
662,658,49,Bengaluru,2/19/23
663,756,25,Chennai,10/1/23
664,158,34,Mumbai,6/3/23
665,234,31,Delhi,2/25/23
666,503,50,Kolkata,7/7/23
667,472,45,Hyderabad,12/29/23
668,308,54,Bengaluru,4/4/23
669,969,41,Chennai,1/14/23
670,857,39,Mumbai,8/8/23
671,806,38,Delhi,2/4/23
672,734,24,Kolkata,9/3/23
673,945,29,Hyderabad,3/16/23
674,566,46,Bengaluru,1/16/23
675,508,25,Chennai,3/14/23
676,693,28,Mumbai,12/11/23
677,72,18,Delhi,9/16/23
678,104,49,Kolkata,4/4/23
679,312,30,Hyderabad,10/26/23
680,415,20,Bengaluru,3/4/23
681,983,37,Chennai,4/18/23
682,86,31,Mumbai,11/30/23
683,18,48,Delhi,8/1/23
684,164,53,Kolkata,8/9/23
685,867,37,Hyderabad,2/7/23
686,282,43,Bengaluru,8/30/23
687,90,39,Chennai,9/11/23
688,16,49,Mumbai,12/13/23
689,852,52,Delhi,4/13/23
690,804,47,Kolkata,5/24/23
691,526,48,Hyderabad,3/8/23
692,44,53,Bengaluru,7/28/23
693,286,43,Chennai,12/27/23
694,278,25,Mumbai,9/25/23
695,702,36,Delhi,3/1/23
696,484,57,Kolkata,12/9/23
697,301,50,Hyderabad,4/3/23
698,695,46,Bengaluru,12/1/23
699,578,26,Chennai,5/1/23
700,690,57,Mumbai,8/22/23
701,993,44,Delhi,7/1/23
702,556,23,Kolkata,8/25/23
703,814,55,Hyderabad,9/10/23
704,125,60,Bengaluru,2/27/23
705,637,28,Chennai,5/19/23
706,307,45,Mumbai,2/5/23
707,27,47,Delhi,8/9/23
708,523,38,Kolkata,10/11/23
709,964,35,Hyderabad,11/1/23
710,997,50,Bengaluru,4/11/23
711,366,48,Chennai,12/22/23
712,555,18,Mumbai,12/5/23
713,238,54,Delhi,3/1/23
714,54,52,Kolkata,7/3/23
715,585,52,Hyderabad,10/16/23
716,394,57,Bengaluru,6/10/23
717,683,60,Chennai,8/11/23
718,347,59,Mumbai,3/12/23
719,268,33,Delhi,7/26/23
720,519,25,Kolkata,6/25/23
721,286,47,Hyderabad,6/17/23
722,368,31,Bengaluru,4/7/23
723,656,56,Chennai,6/14/23
724,876,34,Mumbai,1/15/23
725,969,28,Delhi,2/11/23
726,133,38,Kolkata,3/18/23
727,921,46,Hyderabad,8/12/23
728,460,32,Bengaluru,5/29/23
729,165,47,Chennai,1/2/23
730,96,60,Mumbai,11/10/23
731,165,37,Delhi,3/26/23
732,825,56,Kolkata,5/30/23
733,802,42,Hyderabad,6/12/23
734,833,22,Bengaluru,3/3/23
735,664,59,Chennai,10/26/23
736,453,45,Mumbai,9/12/23
737,369,32,Delhi,4/11/23
738,721,45,Kolkata,3/1/23
739,330,37,Hyderabad,9/26/23
740,657,52,Bengaluru,9/18/23
741,664,23,Chennai,2/10/23
742,683,54,Mumbai,2/8/23
743,139,38,Delhi,8/9/23
744,464,57,Kolkata,3/13/23
745,887,50,Hyderabad,8/13/23
746,524,26,Bengaluru,6/8/23
747,460,21,Chennai,3/21/23
748,456,39,Mumbai,9/16/23
749,261,53,Delhi,11/25/23
750,480,24,Kolkata,12/18/23
751,297,42,Hyderabad,11/17/23
752,78,21,Bengaluru,2/15/23
753,152,46,Chennai,4/6/23
754,191,44,Mumbai,5/12/23
755,326,52,Delhi,3/19/23
756,634,51,Kolkata,1/4/23
757,52,25,Hyderabad,1/8/23
758,242,54,Bengaluru,1/5/23
759,844,42,Chennai,2/24/23
760,216,45,Mumbai,3/17/23
761,808,34,Delhi,12/22/23
762,916,56,Kolkata,7/4/23
763,222,36,Hyderabad,8/2/23
764,45,47,Bengaluru,6/27/23
765,213,54,Chennai,6/13/23
766,673,33,Mumbai,12/21/23
767,536,44,Delhi,11/22/23
768,865,30,Kolkata,12/31/23
769,462,25,Hyderabad,7/8/23
770,500,24,Bengaluru,7/31/23
771,260,20,Chennai,8/24/23
772,152,30,Mumbai,6/5/23
773,966,54,Delhi,10/19/23
774,607,46,Kolkata,6/17/23
775,326,21,Hyderabad,1/1/23
776,834,42,Bengaluru,1/6/23
777,762,46,Chennai,12/29/23
778,986,28,Mumbai,1/22/23
779,585,19,Delhi,2/21/23
780,474,25,Kolkata,8/27/23
781,190,51,Hyderabad,12/26/23
782,581,51,Bengaluru,11/18/23
783,42,40,Chennai,1/19/23
784,975,18,Mumbai,11/10/23
785,732,50,Delhi,7/30/23
786,260,41,Kolkata,5/25/23
787,559,58,Hyderabad,10/28/23
788,353,20,Bengaluru,8/30/23
