event_id,customer_id,product_id,added_to_cart,removed_from_cart,purchased,
180,823,240,1,1,0,
181,551,124,1,0,1,
182,596,157,1,0,0,
183,746,243,1,1,0,
184,762,106,1,0,0,
185,155,382,1,1,0,
186,263,231,1,0,0,
187,200,246,1,0,1,
188,241,256,1,1,0,
189,981,293,1,0,0,
190,712,274,1,1,0,
191,964,405,1,1,0,
192,403,408,1,0,1,
193,388,357,1,1,0,
194,814,300,1,0,1,
195,495,101,1,0,0,
196,661,498,1,1,0,
197,223,293,1,0,1,
198,752,289,1,1,0,
199,955,264,1,1,0,
200,272,441,1,0,0,
201,304,134,1,1,0,
202,478,221,1,1,0,
203,911,354,1,0,1,
204,227,300,1,0,1,
205,736,143,1,0,1,
206,364,380,1,0,1,
207,188,323,1,0,1,
208,979,253,1,0,0,
209,907,407,1,0,0,
210,471,371,1,1,0,
211,777,344,1,1,0,
212,846,426,1,0,0,
213,181,161,1,1,0,
214,754,434,1,1,0,
215,376,287,1,0,0,
216,116,231,1,0,0,
217,585,131,1,1,0,
218,717,320,1,1,0,
219,319,252,1,0,1,
220,61,130,1,0,0,
221,507,139,1,0,0,
222,641,300,1,0,0,
223,506,186,1,0,0,
224,61,117,1,0,0,
225,833,167,1,0,0,
226,121,117,1,0,1,
227,132,180,1,1,0,
228,88,263,1,1,0,
229,201,246,1,0,1,
230,414,436,1,0,0,
231,630,262,1,1,0,
232,993,430,1,1,0,
233,636,406,1,0,1,
234,367,334,1,1,0,
235,999,160,1,1,0,
236,619,272,1,0,0,
237,852,260,1,0,0,
238,80,342,1,0,1,
239,826,170,1,0,0,
240,312,242,1,0,1,
241,133,248,1,0,1,
242,777,429,1,0,0,
243,74,203,1,0,1,
244,151,193,1,0,0,
245,233,484,1,1,0,
246,952,293,1,1,0,
247,87,180,1,0,1,
248,397,470,1,0,0,
249,218,262,1,0,1,
250,705,307,1,0,0,
251,854,459,1,0,1,
252,126,101,1,0,0,
253,595,207,1,1,0,
254,816,490,1,1,0,
255,477,443,1,0,0,
256,406,456,1,0,1,
257,273,485,1,0,1,
258,700,499,1,1,0,
259,694,311,1,0,1,
260,401,289,1,0,1,
261,236,211,1,0,0,
262,933,126,1,1,0,
263,789,415,1,0,1,
264,575,207,1,1,0,
265,259,358,1,1,0,
266,46,238,1,0,1,
267,80,196,1,0,0,
268,840,418,1,0,0,
269,136,321,1,1,0,
270,517,204,1,1,0,
271,844,326,1,0,0,
272,394,471,1,0,0,
273,459,160,1,1,0,
274,805,257,1,1,0,
275,150,287,1,1,0,
276,323,139,1,0,0,
277,780,364,1,0,0,
278,809,449,1,1,0,
279,710,223,1,1,0,
280,652,330,1,0,0,
281,143,452,1,1,0,
282,858,198,1,0,1,
283,285,226,1,1,0,
284,526,350,1,0,0,
285,837,192,1,1,0,
286,993,432,1,0,1,
287,973,134,1,1,0,
288,850,272,1,0,0,
289,895,269,1,1,0,
290,795,133,1,1,0,
291,593,125,1,0,1,
292,204,356,1,0,1,
293,857,189,1,1,0,
294,913,232,1,0,1,
295,350,146,1,1,0,
296,49,261,1,0,0,
297,571,304,1,0,0,
298,685,309,1,0,1,
299,374,105,1,0,1,
300,599,480,1,0,1,
301,757,320,1,0,0,
302,754,314,1,0,1,
303,48,217,1,0,1,
304,954,255,1,1,0,
305,538,414,1,1,0,
306,995,405,1,1,0,
307,989,424,1,1,0,
308,638,150,1,0,0,
309,147,293,1,0,0,
310,391,125,1,0,0,
311,35,449,1,0,1,
312,118,355,1,0,0,
313,471,292,1,1,0,
314,2,310,1,0,1,
315,890,316,1,1,0,
316,655,373,1,0,0,
317,817,421,1,0,1,
318,485,412,1,0,0,
319,244,392,1,1,0,
320,790,309,1,0,0,
321,439,182,1,1,0,
322,837,123,1,1,0,
323,917,107,1,1,0,
324,226,184,1,0,0,
325,384,277,1,1,0,
326,961,333,1,0,1,
327,310,312,1,1,0,
328,637,272,1,1,0,
329,388,368,1,0,0,
330,915,472,1,1,0,
331,583,203,1,1,0,
332,7,115,1,0,0,
333,12,134,1,0,0,
334,179,370,1,0,1,
335,821,179,1,0,1,
336,212,226,1,0,0,
337,858,110,1,1,0,
338,720,127,1,0,1,
339,259,127,1,0,1,
340,661,127,1,0,0,
341,990,159,1,0,1,
342,116,260,1,1,0,
343,959,365,1,1,0,
344,442,125,1,1,0,
345,516,341,1,0,0,
346,457,190,1,0,0,
347,498,159,1,1,0,
348,638,304,1,1,0,
349,449,342,1,1,0,
350,853,214,1,0,1,
351,775,291,1,0,1,
352,201,170,1,0,1,
353,180,222,1,0,1,
354,115,276,1,0,1,
355,336,128,1,0,1,
356,474,134,1,0,0,
357,67,126,1,0,1,
358,942,494,1,0,0,
359,446,122,1,0,0,
360,727,283,1,1,0,
361,815,367,1,0,0,
362,503,338,1,1,0,
363,489,382,1,1,0,
364,905,215,1,0,0,
365,815,483,1,0,0,
366,754,147,1,0,1,
367,116,395,1,0,0,
368,233,443,1,0,0,
369,745,368,1,1,0,
370,613,452,1,1,0,
371,113,247,1,1,0,
372,90,482,1,0,1,
373,768,125,1,1,0,
374,675,179,1,0,1,
375,291,294,1,0,0,
376,219,475,1,0,0,
377,427,487,1,1,0,
378,467,247,1,0,1,
379,246,426,1,0,1,
380,744,181,1,0,0,
381,116,248,1,0,0,
382,586,318,1,1,0,
383,7,179,1,1,0,
384,48,182,1,1,0,
385,853,301,1,0,1,
386,177,371,1,0,1,
387,191,495,1,0,1,
388,142,326,1,1,0,
389,654,360,1,0,0,
390,171,452,1,0,0,
391,335,105,1,1,0,
392,817,478,1,1,0,
393,787,130,1,1,0,
394,187,472,1,0,1,
395,622,160,1,0,1,
396,548,265,1,1,0,
397,941,263,1,1,0,
398,142,336,1,0,0,
399,175,125,1,0,0,
400,865,423,1,1,0,
401,842,499,1,1,0,
402,993,367,1,0,1,
403,107,115,1,1,0,
404,532,320,1,0,0,
405,28,428,1,0,1,
406,206,254,1,0,0,
407,17,325,1,0,1,
408,144,449,1,1,0,
409,271,334,1,0,1,
410,725,444,1,0,1,
411,805,454,1,0,1,
412,604,235,1,1,0,
413,461,406,1,1,0,
414,753,177,1,0,0,
415,509,442,1,0,0,
416,349,377,1,0,0,
417,507,450,1,1,0,
418,248,320,1,1,0,
419,837,147,1,1,0,
420,668,402,1,1,0,
421,387,453,1,1,0,
422,697,356,1,1,0,
423,14,285,1,0,0,
424,971,336,1,0,1,
425,242,127,1,1,0,
426,537,372,1,0,0,
427,803,237,1,1,0,
428,550,427,1,0,1,
429,806,135,1,0,1,
430,418,263,1,0,1,
431,256,272,1,0,1,
432,571,412,1,0,1,
433,313,444,1,0,1,
434,822,306,1,0,1,
435,532,275,1,1,0,
436,947,224,1,1,0,
437,734,295,1,0,1,
438,607,214,1,0,0,
439,4,480,1,0,1,
440,674,414,1,0,0,
441,771,189,1,1,0,
442,490,461,1,0,0,
443,443,473,1,1,0,
444,247,275,1,0,1,
445,218,193,1,1,0,
446,369,366,1,0,0,
447,653,276,1,0,1,
448,9,240,1,1,0,
449,101,383,1,1,0,
450,907,412,1,0,1,
451,462,239,1,0,0,
452,943,360,1,1,0,
453,556,436,1,1,0,
454,354,127,1,1,0,
455,795,373,1,1,0,
456,456,461,1,1,0,
457,212,220,1,0,1,
458,61,191,1,1,0,
459,457,451,1,0,0,
460,862,133,1,0,1,
461,379,409,1,1,0,
462,606,405,1,0,1,
463,882,272,1,0,0,
464,882,308,1,0,1,
465,400,307,1,1,0,
466,999,297,1,1,0,
467,816,296,1,1,0,
468,622,432,1,0,1,
469,123,170,1,1,0,
470,589,282,1,1,0,
471,477,449,1,0,0,
472,127,309,1,1,0,
473,160,451,1,0,1,
474,449,364,1,1,0,
475,598,122,1,0,1,
476,311,315,1,1,0,
477,81,220,1,1,0,
478,623,404,1,0,0,
479,928,469,1,0,1,
480,873,175,1,0,1,
481,868,500,1,0,0,
482,306,311,1,1,0,
483,683,499,1,0,0,
484,603,402,1,0,0,
485,48,480,1,0,1,
486,853,306,1,0,0,
487,194,334,1,1,0,
488,938,314,1,0,0,
489,870,224,1,0,1,
490,871,291,1,1,0,
491,300,359,1,0,1,
492,253,357,1,1,0,
493,890,121,1,0,0,
494,852,173,1,0,0,
495,454,276,1,0,0,
496,705,358,1,0,0,
497,576,269,1,1,0,
498,792,241,1,1,0,
499,685,354,1,1,0,
500,786,289,1,0,1,
501,16,250,1,0,0,
502,778,207,1,0,1,
503,525,439,1,1,0,
504,201,395,1,1,0,
505,653,253,1,0,1,
506,495,346,1,1,0,
507,629,143,1,0,1,
508,436,231,1,1,0,
509,702,261,1,1,0,
510,255,160,1,0,1,
511,892,256,1,1,0,
512,34,216,1,0,1,
513,138,252,1,0,0,
514,408,316,1,1,0,
515,679,356,1,1,0,
516,6,439,1,1,0,
517,120,387,1,0,0,
518,994,412,1,0,1,
519,977,460,1,1,0,
520,576,345,1,0,1,
521,606,104,1,1,0,
522,446,457,1,1,0,
523,511,458,1,1,0,
524,240,253,1,0,0,
525,471,244,1,0,1,
526,224,117,1,1,0,
527,23,232,1,1,0,
528,711,267,1,0,0,
529,895,471,1,0,0,
530,468,353,1,0,0,
531,61,132,1,0,0,
532,192,411,1,1,0,
533,498,447,1,1,0,
534,868,204,1,0,0,
535,544,352,1,1,0,
536,551,492,1,1,0,
537,157,490,1,0,1,
538,445,210,1,0,0,
539,935,471,1,0,1,
540,980,249,1,1,0,
541,783,458,1,1,0,
542,816,151,1,0,0,
543,511,367,1,1,0,
544,555,461,1,0,0,
545,12,163,1,0,0,
546,258,377,1,0,0,
547,638,327,1,0,1,
548,831,495,1,1,0,
549,731,205,1,0,1,
550,238,334,1,0,1,
551,679,427,1,1,0,
552,560,488,1,0,1,
553,789,117,1,1,0,
554,654,304,1,0,0,
555,655,410,1,1,0,
556,89,243,1,0,1,
557,443,383,1,0,0,
558,230,215,1,1,0,
559,399,488,1,0,0,
560,867,298,1,1,0,
561,738,287,1,0,0,
562,326,442,1,1,0,
563,562,114,1,0,1,
564,492,449,1,1,0,
565,468,429,1,1,0,
566,210,335,1,1,0,
567,895,354,1,1,0,
568,98,434,1,1,0,
569,728,316,1,0,0,
570,673,424,1,1,0,
571,270,107,1,0,1,
572,389,191,1,0,1,
573,908,179,1,0,1,
574,262,435,1,1,0,
575,187,211,1,0,0,
576,104,315,1,1,0,
577,918,223,1,0,0,
578,847,185,1,0,0,
579,575,223,1,0,1,
580,596,442,1,0,1,
581,698,259,1,1,0,
582,923,290,1,0,1,
583,385,353,1,1,0,
584,416,484,1,0,1,
585,188,168,1,0,1,
586,719,417,1,0,1,
587,239,419,1,1,0,
588,207,291,1,0,0,
589,984,287,1,1,0,
590,692,347,1,0,1,
591,950,122,1,1,0,
592,895,479,1,0,0,
593,504,313,1,0,1,
594,877,424,1,1,0,
595,379,192,1,1,0,
596,216,167,1,1,0,
597,568,188,1,1,0,
598,736,248,1,1,0,
599,145,241,1,0,0,
600,183,451,1,1,0,
601,719,141,1,1,0,
602,496,188,1,0,1,
603,423,196,1,0,1,
604,481,246,1,0,1,
605,914,482,1,1,0,
606,697,343,1,0,0,
607,182,266,1,1,0,
608,377,477,1,1,0,
609,440,247,1,1,0,
610,846,285,1,1,0,
611,626,260,1,0,1,
612,43,446,1,1,0,
613,65,387,1,1,0,
614,941,271,1,0,0,
615,157,459,1,0,0,
616,275,170,1,0,0,
617,726,291,1,0,1,
618,471,388,1,0,0,
619,169,237,1,1,0,
620,328,143,1,0,1,
621,811,352,1,0,1,
622,375,367,1,0,0,
623,105,456,1,0,1,
624,146,126,1,1,0,
625,913,413,1,0,0,
626,329,345,1,0,1,
627,304,109,1,0,1,
628,640,414,1,1,0,
629,526,413,1,1,0,
630,894,209,1,0,0,
631,503,181,1,0,1,
632,44,467,1,0,1,
633,40,194,1,1,0,
634,583,324,1,0,0,
635,458,156,1,1,0,
636,520,256,1,0,0,
637,335,318,1,0,0,
638,536,494,1,1,0,
639,279,176,1,0,0,
640,378,151,1,0,1,
641,848,215,1,0,0,
642,101,101,1,1,0,
643,472,418,1,1,0,
644,339,138,1,0,1,
645,146,446,1,0,0,
646,325,223,1,0,0,
647,439,329,1,1,0,
648,81,274,1,0,0,
649,24,248,1,0,0,
650,100,326,1,1,0,
651,974,353,1,0,0,
652,177,479,1,1,0,
653,101,214,1,0,1,
654,217,164,1,0,0,
655,643,232,1,0,0,
656,267,146,1,1,0,
657,961,191,1,1,0,
658,672,417,1,0,1,
659,588,266,1,0,0,
660,103,102,1,0,1,
661,409,122,1,1,0,
662,70,221,1,1,0,
663,33,488,1,1,0,
664,799,195,1,1,0,
665,833,295,1,1,0,
666,818,332,1,0,0,
667,195,457,1,0,0,
668,502,182,1,1,0,
669,632,345,1,0,0,
670,811,319,1,1,0,
671,760,325,1,0,1,
672,193,420,1,0,1,
673,361,250,1,0,1,
674,544,310,1,1,0,
675,776,163,1,1,0,
676,762,244,1,0,0,
677,48,213,1,0,1,
678,211,154,1,1,0,
679,562,304,1,0,1,
680,567,494,1,1,0,
681,403,314,1,0,0,
682,290,416,1,0,0,
683,42,246,1,0,0,
684,169,235,1,0,1,
685,440,273,1,1,0,
686,183,381,1,0,0,
687,756,247,1,1,0,
688,725,453,1,0,0,
689,64,308,1,1,0,
690,211,339,1,1,0,
691,801,244,1,1,0,
692,157,167,1,0,1,
693,48,473,1,0,1,
694,367,171,1,1,0,
695,389,159,1,0,1,
696,258,416,1,0,1,
697,673,179,1,0,0,
698,297,302,1,0,1,
699,624,435,1,0,0,
700,500,389,1,1,0,
701,966,225,1,0,0,
702,593,188,1,1,0,
703,652,172,1,1,0,
704,844,215,1,0,0,
705,833,177,1,0,1,
706,191,104,1,0,0,
707,855,470,1,0,1,
708,581,278,1,1,0,
709,296,157,1,1,0,
710,508,442,1,1,0,
711,163,119,1,0,1,
712,623,115,1,0,0,
713,706,458,1,1,0,
714,227,285,1,1,0,
715,191,199,1,0,0,
716,281,243,1,0,0,
717,726,304,1,0,1,
718,875,105,1,0,1,
719,598,137,1,0,1,
720,509,300,1,1,0,
721,752,380,1,0,0,
722,496,496,1,1,0,
723,428,236,1,1,0,
724,305,251,1,1,0,
725,511,357,1,0,1,
726,845,431,1,0,1,
727,651,209,1,0,1,
728,201,190,1,1,0,
729,18,358,1,0,0,
730,459,493,1,1,0,
731,39,288,1,1,0,
732,383,281,1,0,1,
733,917,212,1,1,0,
734,497,221,1,0,1,
735,913,307,1,1,0,
736,167,142,1,0,0,
737,342,166,1,1,0,
738,503,319,1,1,0,
739,81,378,1,0,0,
740,528,222,1,1,0,
741,256,143,1,1,0,
742,542,232,1,1,0,
743,886,149,1,1,0,
744,787,293,1,1,0,
745,357,470,1,0,0,
746,562,111,1,1,0,
747,206,274,1,0,1,
748,956,123,1,0,0,
749,260,218,1,0,1,
750,875,381,1,0,1,
751,638,407,1,0,0,
752,188,408,1,0,0,
753,612,309,1,1,0,
754,283,153,1,1,0,
755,492,194,1,0,1,
756,976,458,1,0,0,
757,312,478,1,0,0,
758,200,100,1,0,1,
759,40,200,1,1,0,
760,602,195,1,1,0,
761,856,137,1,1,0,
762,133,266,1,0,0,
763,673,312,1,0,0,
764,635,383,1,1,0,
765,655,485,1,0,1,
766,978,308,1,0,0,
767,236,388,1,0,0,
768,434,110,1,1,0,
769,91,393,1,1,0,
770,592,133,1,0,0,
771,241,298,1,1,0,
772,321,428,1,0,0,
773,756,176,1,0,1,
774,991,278,1,0,1,
775,977,457,1,1,0,
776,772,313,1,1,0,
777,289,268,1,1,0,
778,842,209,1,0,0,
779,539,160,1,0,0,
780,834,397,1,0,0,
781,65,177,1,0,0,
782,79,428,1,1,0,
783,145,180,1,0,1,
784,818,293,1,1,0,
785,166,334,1,0,0,
786,683,334,1,0,0,
787,150,238,1,0,0,
788,763,476,1,1,0,
789,449,279,1,0,1,
790,339,447,1,1,0,
791,160,163,1,0,1,
792,141,394,1,0,1,
793,754,204,1,0,1,
794,161,469,1,0,1,
795,294,112,1,0,1,
796,104,238,1,1,0,
797,244,114,1,1,0,
798,310,391,1,0,1,
799,124,292,1,0,1,
800,49,153,1,0,1,
801,666,402,1,0,0,
802,698,208,1,0,1,
803,68,461,1,1,0,
804,604,308,1,1,0,
805,266,344,1,0,0,
806,710,398,1,0,1,
807,799,244,1,0,1,
808,444,353,1,0,1,
809,773,296,1,0,1,
810,94,470,1,1,0,
811,800,469,1,1,0,
812,842,311,1,0,0,
813,492,235,1,0,0,
814,631,381,1,1,0,
815,602,122,1,0,1,
816,387,193,1,0,1,
817,283,477,1,0,0,
818,833,158,1,0,0,
819,561,102,1,1,0,
820,607,177,1,0,1,
821,4,437,1,0,0,
822,962,316,1,0,0,
823,261,275,1,0,1,
824,106,187,1,1,0,
825,108,109,1,0,0,
826,583,470,1,0,0,
827,580,110,1,1,0,
828,836,311,1,0,0,
829,132,331,1,1,0,
830,999,226,1,0,1,
831,44,425,1,1,0,
832,394,493,1,0,1,
833,634,408,1,0,0,
834,511,352,1,1,0,
835,492,267,1,1,0,
836,790,259,1,0,0,
837,605,342,1,0,0,
838,490,197,1,0,1,
839,941,265,1,0,1,
840,870,328,1,0,1,
841,109,425,1,0,1,
842,541,320,1,0,0,
843,832,324,1,1,0,
844,723,251,1,1,0,
845,578,261,1,1,0,
846,967,452,1,0,1,
847,755,298,1,1,0,
848,373,215,1,0,1,
849,169,401,1,1,0,
850,822,263,1,1,0,
851,417,164,1,0,0,
852,68,408,1,0,1,
853,478,445,1,0,1,
854,337,328,1,0,0,
855,819,160,1,0,0,
856,384,479,1,1,0,
857,990,132,1,0,0,
858,538,355,1,1,0,
859,557,300,1,0,0,
860,340,384,1,0,1,
861,457,166,1,1,0,
862,740,343,1,1,0,
863,678,322,1,1,0,
864,190,164,1,1,0,
865,333,461,1,1,0,
866,382,333,1,0,1,
867,689,376,1,0,0,
868,593,399,1,0,0,
869,783,198,1,0,0,
870,106,469,1,0,1,
871,537,204,1,0,0,
872,161,153,1,0,1,
873,407,427,1,0,0,
874,90,173,1,0,0,
875,891,258,1,1,0,
876,738,431,1,0,1,
877,387,208,1,0,1,
878,777,366,1,1,0,
879,912,350,1,1,0,
880,774,362,1,0,0,
881,164,277,1,0,0,
882,571,316,1,0,0,
883,575,427,1,0,0,
884,760,334,1,0,1,
885,109,412,1,1,0,
886,589,303,1,1,0,
887,291,237,1,0,1,
888,890,456,1,1,0,
889,273,337,1,1,0,
890,232,110,1,1,0,
891,345,140,1,0,0,
892,706,300,1,0,1,
893,4,430,1,0,0,
894,165,463,1,1,0,
895,230,303,1,0,0,
896,465,372,1,0,0,
897,890,141,1,0,1,
898,316,172,1,1,0,
899,377,110,1,0,1,
900,957,153,1,0,0,
901,138,475,1,0,1,
902,526,427,1,1,0,
903,820,259,1,0,0,
904,901,160,1,0,0,
905,509,303,1,0,0,
906,26,349,1,0,1,
907,829,320,1,1,0,
908,38,148,1,0,0,
909,893,204,1,0,0,
910,342,109,1,1,0,
911,95,317,1,0,0,
912,68,142,1,0,1,
913,165,405,1,1,0,
914,444,123,1,0,1,
915,631,413,1,0,0,
916,186,337,1,0,1,
917,16,234,1,1,0,
918,257,296,1,0,1,
919,99,432,1,0,1,
920,135,343,1,0,0,
921,570,314,1,0,0,
922,577,383,1,0,0,
923,254,152,1,1,0,
924,626,385,1,0,1,
925,925,242,1,0,1,
926,348,222,1,0,0,
927,993,467,1,0,0,
928,919,236,1,0,1,
929,322,100,1,0,0,
930,668,495,1,1,0,
931,618,198,1,1,0,
932,421,118,1,0,1,
933,962,344,1,0,1,
934,428,221,1,1,0,
935,298,349,1,0,0,
936,344,414,1,0,0,
937,465,220,1,0,0,
938,683,374,1,1,0,
939,292,263,1,1,0,
940,510,430,1,0,1,
941,944,310,1,1,0,
942,791,127,1,1,0,
943,49,330,1,0,1,
944,868,466,1,0,0,
945,913,434,1,0,0,
946,335,288,1,0,1,
947,78,437,1,1,0,
948,333,417,1,0,1,
949,592,211,1,0,0,
950,374,372,1,0,0,
951,38,128,1,1,0,
952,312,182,1,0,0,
953,349,202,1,1,0,
954,869,322,1,1,0,
955,105,231,1,0,0,
956,691,198,1,1,0,
957,667,347,1,1,0,
958,922,220,1,0,1,
959,100,460,1,0,0,
960,459,459,1,0,0,
961,798,362,1,0,0,
962,712,405,1,0,1,
963,728,154,1,0,1,
964,743,440,1,1,0,
965,459,338,1,0,1,
966,386,394,1,1,0,
967,486,163,1,0,1,
968,810,165,1,0,1,
969,972,415,1,0,1,
970,262,311,1,1,0,
971,519,330,1,0,0,
972,241,374,1,0,0,
973,39,239,1,1,0,
974,707,380,1,0,1,
975,315,109,1,0,0,
976,714,494,1,0,0,
977,787,378,1,1,0,
978,902,479,1,0,1,
979,8,403,1,0,1,
980,598,159,1,1,0,
981,124,252,1,1,0,
982,279,334,1,0,0,
983,697,312,1,0,1,
984,710,288,1,0,1,
985,657,449,1,1,0,
986,35,232,1,0,0,
987,978,435,1,0,1,
988,179,107,1,0,0,
989,430,141,1,0,1,
990,112,175,1,0,0,
991,376,436,1,0,0,
992,805,223,1,1,0,
993,249,365,1,1,0,
994,494,178,1,1,0,
995,76,450,1,0,0,
996,650,236,1,0,1,
997,893,228,1,1,0,
998,440,453,1,1,0,
999,375,472,1,1,0,
1000,303,230,1,0,1,
1001,388,443,1,0,0,
1002,455,171,1,0,0,
1003,607,432,1,0,0,
1004,660,278,1,1,0,
1005,515,161,1,1,0,
1006,50,461,1,1,0,
1007,686,374,1,1,0,
1008,960,213,1,0,1,
1009,543,162,1,0,1,
1010,489,327,1,0,0,
1011,85,433,1,0,0,
1012,739,408,1,0,1,
1013,831,188,1,1,0,
1014,164,119,1,0,0,
1015,761,369,1,1,0,
1016,969,369,1,0,1,
1017,346,344,1,0,1,
1018,163,194,1,1,0,
1019,933,398,1,0,1,
1020,160,424,1,0,1,
1021,455,412,1,1,0,
1022,493,341,1,1,0,
1023,486,395,1,0,1,
1024,754,429,1,0,0,
1025,105,374,1,1,0,
1026,468,110,1,1,0,
1027,747,276,1,0,1,
1028,301,235,1,1,0,
1029,498,209,1,0,0,
1030,4,461,1,0,1,
1031,897,206,1,0,0,
1032,619,141,1,0,0,
1033,152,179,1,1,0,
1034,243,286,1,0,1,
1035,410,456,1,1,0,
1036,956,483,1,0,1,
1037,361,174,1,1,0,
1038,659,317,1,0,1,
1039,308,135,1,0,1,
1040,820,247,1,1,0,
1041,562,231,1,0,0,
1042,646,157,1,1,0,
1043,673,216,1,1,0,
1044,448,307,1,0,0,
1045,920,431,1,0,1,
1046,720,107,1,1,0,
1047,673,247,1,1,0,
1048,924,384,1,1,0,
1049,410,306,1,0,1,
1050,886,253,1,0,1,
1051,247,483,1,0,0,
1052,806,209,1,0,1,
1053,882,404,1,1,0,
1054,982,486,1,1,0,
1055,217,480,1,0,0,
1056,597,350,1,1,0,
1057,851,499,1,1,0,
1058,619,414,1,1,0,
1059,310,380,1,1,0,
1060,360,359,1,0,0,
1061,663,480,1,0,0,
1062,554,427,1,1,0,
1063,264,493,1,0,1,
1064,57,487,1,1,0,
1065,914,471,1,0,0,
1066,752,305,1,0,0,
1067,754,390,1,0,1,
1068,367,294,1,0,1,
1069,179,142,1,0,1,
1070,186,342,1,0,0,
1071,668,115,1,1,0,
1072,948,428,1,0,0,
1073,62,371,1,1,0,
1074,348,367,1,0,1,
1075,116,148,1,0,0,
1076,756,486,1,1,0,
1077,649,220,1,0,0,
1078,700,214,1,0,1,
1079,283,469,1,0,1,
