sessio_id,customer_id,login_time,logout_time,pages_visited,
47,336,2023-06-23 18:24:00,2023-06-23 18:47:00,14,
48,764,2023-01-23 01:53:00,2023-01-23 02:19:00,16,
49,32,2023-01-10 11:51:00,2023-01-10 14:23:00,18,
50,34,2023-10-31 04:24:00,2023-10-31 04:59:00,2,
51,215,2023-11-05 12:15:00,2023-11-05 14:42:00,1,
52,10,2023-02-17 23:25:00,2023-02-18 00:05:00,3,
53,861,2023-01-06 10:36:00,2023-01-06 12:52:00,20,
54,86,2023-10-13 08:11:00,2023-10-13 10:25:00,8,
55,428,2023-03-15 18:01:00,2023-03-15 18:29:00,8,
56,288,2023-09-07 22:45:00,2023-09-08 00:01:00,17,
57,176,2023-06-28 14:34:00,2023-06-28 15:25:00,5,
58,924,2023-07-29 23:53:00,2023-07-30 01:26:00,5,
59,572,2023-04-30 12:50:00,2023-04-30 14:44:00,14,
60,112,2023-01-07 19:33:00,2023-01-07 20:08:00,20,
61,935,2023-06-26 02:09:00,2023-06-26 02:12:00,6,
62,26,2023-03-07 04:01:00,2023-03-07 06:54:00,11,
63,412,2023-05-29 13:51:00,2023-05-29 15:52:00,15,
64,446,2023-03-13 05:52:00,2023-03-13 06:12:00,19,
65,538,2023-01-07 14:38:00,2023-01-07 14:55:00,6,
66,738,2023-11-09 18:06:00,2023-11-09 21:01:00,10,
67,364,2023-12-02 17:13:00,2023-12-02 18:36:00,12,
68,489,2023-09-26 09:12:00,2023-09-26 11:58:00,10,
69,967,2023-07-22 19:32:00,2023-07-22 21:17:00,17,
70,593,2023-06-25 09:04:00,2023-06-25 12:02:00,13,
71,305,2023-11-18 05:47:00,2023-11-18 07:20:00,8,
72,653,2023-07-08 06:49:00,2023-07-08 09:17:00,2,
73,828,2023-07-08 11:27:00,2023-07-08 12:03:00,10,
74,212,2023-06-02 00:26:00,2023-06-02 02:10:00,13,
75,529,2023-07-01 13:21:00,2023-07-01 16:20:00,18,
76,780,2023-04-04 13:16:00,2023-04-04 15:51:00,16,
77,845,2023-10-22 10:19:00,2023-10-22 13:18:00,7,
78,58,2023-09-03 18:19:00,2023-09-03 19:02:00,17,
79,69,2023-08-24 13:44:00,2023-08-24 14:23:00,11,
80,587,2023-04-01 00:38:00,2023-04-01 01:02:00,1,
81,545,2023-06-03 23:37:00,2023-06-03 23:39:00,8,
82,929,2023-08-28 20:04:00,2023-08-28 21:08:00,18,
83,647,2023-12-19 14:09:00,2023-12-19 14:44:00,15,
84,492,2023-06-25 10:43:00,2023-06-25 11:21:00,10,
85,856,2023-12-19 00:47:00,2023-12-19 01:37:00,1,
86,149,2023-09-28 02:22:00,2023-09-28 03:48:00,17,
87,628,2023-07-07 08:51:00,2023-07-07 09:20:00,6,
88,711,2023-11-04 14:56:00,2023-11-04 16:06:00,13,
89,608,2023-02-08 06:21:00,2023-02-08 07:38:00,9,
90,128,2023-10-09 09:54:00,2023-10-09 10:16:00,1,
91,635,2023-03-04 09:34:00,2023-03-04 09:55:00,20,
92,634,2023-11-17 11:28:00,2023-11-17 14:27:00,17,
93,342,2023-03-21 18:53:00,2023-03-21 21:23:00,20,
94,162,2023-04-30 02:53:00,2023-04-30 04:33:00,16,
95,750,2023-02-09 13:20:00,2023-02-09 14:01:00,4,
96,752,2023-06-20 06:00:00,2023-06-20 08:10:00,18,
97,330,2023-09-27 03:37:00,2023-09-27 04:57:00,7,
98,408,2023-01-27 23:29:00,2023-01-28 00:18:00,3,
99,758,2023-04-01 18:49:00,2023-04-01 19:43:00,20,
100,388,2023-12-23 20:19:00,2023-12-23 22:08:00,1,
101,708,2023-12-07 00:32:00,2023-12-07 03:18:00,1,
102,203,2023-03-08 00:00:00,2023-03-08 00:54:00,11,
103,688,2023-06-12 14:36:00,2023-06-12 15:04:00,8,
104,565,2023-11-14 15:25:00,2023-11-14 16:13:00,13,
105,977,2023-10-20 05:31:00,2023-10-20 07:46:00,11,
106,282,2023-06-23 04:15:00,2023-06-23 05:52:00,18,
107,86,2023-03-22 21:57:00,2023-03-22 23:31:00,14,
108,149,2023-11-30 22:23:00,2023-11-30 23:06:00,10,
109,767,2023-08-29 03:34:00,2023-08-29 06:14:00,2,
110,619,2023-05-07 15:16:00,2023-05-07 15:18:00,13,
111,982,2023-06-27 07:17:00,2023-06-27 08:56:00,8,
112,386,2023-04-29 17:50:00,2023-04-29 20:06:00,20,
113,769,2023-04-08 08:04:00,2023-04-08 08:25:00,6,
114,823,2023-09-01 04:59:00,2023-09-01 07:12:00,15,
115,767,2023-04-04 07:14:00,2023-04-04 07:18:00,17,
116,98,2023-04-28 20:12:00,2023-04-28 20:57:00,4,
117,434,2023-10-07 02:21:00,2023-10-07 04:11:00,14,
118,733,2023-06-22 21:05:00,2023-06-22 21:10:00,5,
119,777,2023-12-14 06:47:00,2023-12-14 08:04:00,12,
120,951,2023-05-08 00:00:00,2023-05-08 01:02:00,4,
121,406,2023-09-19 03:49:00,2023-09-19 04:00:00,1,
122,716,2023-08-20 22:26:00,2023-08-21 00:20:00,9,
123,841,2023-07-04 22:33:00,2023-07-04 22:58:00,3,
124,507,2023-05-23 12:58:00,2023-05-23 15:24:00,1,
125,199,2023-03-15 19:52:00,2023-03-15 19:54:00,15,
126,989,2023-12-22 06:16:00,2023-12-22 06:33:00,7,
127,277,2023-04-19 09:14:00,2023-04-19 11:26:00,4,
128,859,2023-11-01 18:47:00,2023-11-01 20:24:00,15,
129,249,2023-11-15 13:33:00,2023-11-15 14:39:00,17,
130,416,2023-08-28 01:33:00,2023-08-28 02:46:00,7,
131,451,2023-08-23 12:28:00,2023-08-23 15:08:00,15,
132,183,2023-05-27 13:32:00,2023-05-27 14:24:00,2,
133,267,2023-09-13 04:56:00,2023-09-13 06:59:00,13,
134,87,2023-07-07 19:15:00,2023-07-07 21:59:00,16,
135,110,2023-02-22 19:16:00,2023-02-22 20:55:00,6,
136,427,2023-12-22 14:47:00,2023-12-22 15:29:00,14,
137,549,2023-03-18 08:23:00,2023-03-18 10:40:00,8,
138,644,2023-12-19 15:28:00,2023-12-19 16:23:00,6,
139,178,2023-12-20 16:01:00,2023-12-20 16:34:00,9,
140,556,2023-12-12 07:52:00,2023-12-12 09:04:00,7,
141,121,2023-03-24 13:11:00,2023-03-24 15:56:00,15,
142,667,2023-10-13 12:49:00,2023-10-13 14:27:00,3,
143,38,2023-09-15 20:24:00,2023-09-15 21:30:00,13,
144,982,2023-12-04 03:22:00,2023-12-04 04:17:00,1,
145,914,2023-10-13 09:39:00,2023-10-13 12:30:00,6,
146,108,2023-09-18 12:37:00,2023-09-18 13:58:00,20,
147,439,2023-03-08 18:11:00,2023-03-08 19:16:00,1,
148,242,2023-02-02 02:10:00,2023-02-02 03:44:00,9,
149,363,2023-10-03 16:30:00,2023-10-03 17:12:00,9,
150,63,2023-12-18 12:10:00,2023-12-18 12:35:00,10,
151,313,2023-04-02 20:29:00,2023-04-02 21:15:00,19,
152,179,2023-10-18 23:09:00,2023-10-18 23:44:00,4,
153,433,2023-04-10 08:52:00,2023-04-10 09:00:00,16,
154,536,2023-09-27 20:22:00,2023-09-27 20:58:00,20,
155,545,2023-12-27 13:34:00,2023-12-27 15:14:00,4,
156,483,2023-05-07 00:59:00,2023-05-07 03:00:00,10,
157,630,2023-03-19 07:26:00,2023-03-19 07:50:00,8,
158,400,2023-11-17 01:01:00,2023-11-17 01:54:00,2,
159,564,2023-06-04 02:17:00,2023-06-04 02:40:00,6,
160,322,2023-12-21 13:19:00,2023-12-21 15:43:00,12,
161,454,2023-06-12 08:32:00,2023-06-12 09:08:00,13,
162,290,2023-03-02 11:27:00,2023-03-02 13:11:00,18,
163,795,2023-09-22 04:52:00,2023-09-22 07:16:00,6,
164,676,2023-02-20 07:03:00,2023-02-20 09:37:00,12,
165,389,2023-02-06 07:10:00,2023-02-06 09:29:00,14,
166,398,2023-11-20 23:58:00,2023-11-21 00:48:00,7,
167,993,2023-07-07 08:30:00,2023-07-07 10:42:00,14,
168,134,2023-06-23 19:37:00,2023-06-23 19:44:00,13,
169,865,2023-10-14 20:35:00,2023-10-14 21:58:00,7,
170,73,2023-06-15 00:38:00,2023-06-15 03:33:00,18,
171,103,2023-08-08 04:05:00,2023-08-08 06:47:00,4,
172,79,2023-12-23 21:28:00,2023-12-23 22:58:00,4,
173,571,2023-07-11 13:25:00,2023-07-11 14:15:00,15,
174,614,2023-07-05 04:54:00,2023-07-05 05:40:00,17,
175,926,2023-06-17 06:51:00,2023-06-17 09:20:00,14,
176,481,2023-12-09 03:49:00,2023-12-09 05:52:00,18,
177,916,2023-08-08 19:33:00,2023-08-08 21:32:00,14,
178,177,2023-12-05 07:56:00,2023-12-05 09:33:00,10,
179,466,2023-09-07 05:18:00,2023-09-07 07:03:00,4,
180,64,2023-04-07 17:53:00,2023-04-07 20:33:00,5,
181,530,2023-07-18 14:29:00,2023-07-18 16:52:00,7,
182,402,2023-03-30 19:31:00,2023-03-30 19:43:00,9,
183,25,2023-08-30 09:19:00,2023-08-30 11:36:00,10,
184,816,2023-07-22 14:10:00,2023-07-22 16:18:00,3,
185,224,2023-12-18 20:43:00,2023-12-18 21:40:00,4,
186,547,2023-06-24 04:14:00,2023-06-24 04:50:00,8,
187,652,2023-02-22 20:05:00,2023-02-22 22:58:00,19,
188,302,2023-08-10 00:45:00,2023-08-10 01:35:00,14,
189,545,2023-11-21 00:03:00,2023-11-21 02:42:00,19,
190,127,2023-05-01 06:58:00,2023-05-01 07:15:00,2,
191,89,2023-01-30 02:52:00,2023-01-30 05:19:00,7,
192,998,2023-01-29 01:56:00,2023-01-29 03:31:00,17,
193,449,2023-02-20 07:12:00,2023-02-20 10:09:00,5,
194,489,2023-09-18 13:13:00,2023-09-18 14:38:00,1,
195,821,2023-09-20 04:00:00,2023-09-20 05:46:00,17,
196,323,2023-11-04 06:57:00,2023-11-04 07:53:00,8,
197,457,2023-04-27 13:59:00,2023-04-27 14:29:00,3,
198,81,2023-07-20 18:28:00,2023-07-20 18:56:00,6,
199,411,2023-09-12 08:42:00,2023-09-12 08:44:00,13,
200,776,2023-09-23 02:06:00,2023-09-23 03:15:00,14,
201,609,2023-11-18 06:00:00,2023-11-18 07:16:00,17,
202,61,2023-08-25 00:24:00,2023-08-25 02:20:00,11,
203,262,2023-12-12 14:31:00,2023-12-12 15:39:00,16,
204,135,2023-08-01 23:40:00,2023-08-02 00:27:00,3,
205,347,2023-02-27 10:15:00,2023-02-27 12:07:00,10,
206,889,2023-06-26 01:01:00,2023-06-26 01:57:00,13,
207,97,2023-05-05 17:53:00,2023-05-05 18:09:00,15,
208,106,2023-11-10 23:41:00,2023-11-11 01:31:00,5,
209,698,2023-09-22 13:38:00,2023-09-22 15:29:00,12,
210,188,2023-06-16 16:01:00,2023-06-16 16:15:00,3,
211,400,2023-12-04 05:08:00,2023-12-04 06:33:00,5,
212,291,2023-06-14 10:49:00,2023-06-14 11:31:00,20,
213,25,2023-12-14 15:04:00,2023-12-14 16:30:00,13,
214,149,2023-12-19 20:25:00,2023-12-19 21:29:00,8,
215,855,2023-12-07 07:49:00,2023-12-07 09:54:00,15,
216,282,2023-10-15 21:45:00,2023-10-15 22:05:00,18,
217,283,2023-07-20 21:51:00,2023-07-20 22:15:00,18,
218,620,2023-01-22 00:03:00,2023-01-22 00:13:00,17,
219,309,2023-11-04 21:02:00,2023-11-04 21:21:00,6,
220,943,2023-05-07 00:16:00,2023-05-07 01:44:00,19,
221,947,2023-01-24 07:47:00,2023-01-24 09:20:00,9,
222,220,2023-02-23 19:51:00,2023-02-23 22:29:00,19,
223,721,2023-07-21 04:29:00,2023-07-21 05:17:00,18,
224,922,2023-03-10 08:49:00,2023-03-10 10:12:00,16,
225,668,2023-07-15 21:46:00,2023-07-15 23:28:00,1,
226,26,2023-09-07 16:43:00,2023-09-07 18:49:00,13,
227,538,2023-08-16 18:24:00,2023-08-16 18:33:00,10,
228,935,2023-06-19 06:42:00,2023-06-19 09:26:00,13,
229,928,2023-01-31 10:26:00,2023-01-31 10:32:00,6,
230,969,2023-05-25 09:29:00,2023-05-25 09:34:00,16,
231,660,2023-07-06 11:49:00,2023-07-06 12:44:00,6,
232,598,2023-02-07 02:58:00,2023-02-07 03:44:00,12,
233,84,2023-06-17 09:33:00,2023-06-17 10:37:00,14,
234,614,2023-11-19 10:08:00,2023-11-19 13:07:00,6,
235,594,2023-04-24 11:05:00,2023-04-24 13:33:00,4,
236,49,2023-06-09 16:03:00,2023-06-09 17:04:00,16,
237,897,2023-09-28 21:46:00,2023-09-28 21:50:00,2,
238,951,2023-02-08 21:21:00,2023-02-08 23:26:00,8,
239,149,2023-10-09 10:07:00,2023-10-09 12:48:00,7,
240,503,2023-11-23 09:09:00,2023-11-23 11:54:00,3,
241,149,2023-10-08 07:58:00,2023-10-08 09:32:00,13,
242,572,2023-08-16 16:42:00,2023-08-16 17:12:00,10,
243,542,2023-01-16 04:13:00,2023-01-16 05:20:00,1,
244,950,2023-08-03 16:41:00,2023-08-03 19:16:00,7,
245,235,2023-04-29 02:38:00,2023-04-29 03:04:00,4,
246,232,2023-09-02 12:22:00,2023-09-02 13:10:00,14,
247,77,2023-09-08 08:57:00,2023-09-08 11:38:00,14,
248,134,2023-01-15 20:53:00,2023-01-15 22:13:00,13,
249,343,2023-08-03 11:09:00,2023-08-03 11:23:00,20,
250,339,2023-11-08 23:36:00,2023-11-08 23:55:00,4,
251,880,2023-08-24 10:36:00,2023-08-24 11:51:00,5,
252,485,2023-11-05 22:39:00,2023-11-05 23:46:00,9,
253,16,2023-02-18 23:27:00,2023-02-19 02:13:00,13,
254,391,2023-05-30 11:54:00,2023-05-30 12:18:00,6,
255,777,2023-12-30 21:02:00,2023-12-30 21:41:00,1,
256,17,2023-04-19 11:24:00,2023-04-19 12:42:00,12,
257,999,2023-06-28 17:30:00,2023-06-28 18:55:00,2,
258,17,2023-01-06 22:08:00,2023-01-07 01:02:00,1,
259,188,2023-09-12 19:30:00,2023-09-12 19:57:00,8,
260,477,2023-12-17 04:45:00,2023-12-17 05:29:00,5,
261,939,2023-05-22 22:59:00,2023-05-23 00:03:00,10,
262,537,2023-01-16 04:23:00,2023-01-16 06:40:00,4,
263,432,2023-08-13 11:49:00,2023-08-13 14:27:00,14,
264,894,2023-11-24 02:01:00,2023-11-24 03:36:00,13,
265,999,2023-03-14 10:56:00,2023-03-14 11:03:00,11,
266,310,2023-04-10 01:23:00,2023-04-10 03:06:00,11,
267,145,2023-07-09 10:14:00,2023-07-09 13:02:00,4,
268,605,2023-06-01 18:10:00,2023-06-01 18:46:00,7,
269,482,2023-11-19 00:35:00,2023-11-19 00:54:00,3,
270,777,2023-07-06 13:38:00,2023-07-06 15:13:00,1,
271,827,2023-03-30 09:50:00,2023-03-30 11:48:00,13,
272,691,2023-07-23 02:54:00,2023-07-23 03:50:00,11,
273,754,2023-05-22 20:30:00,2023-05-22 21:48:00,5,
274,330,2023-12-17 01:56:00,2023-12-17 01:57:00,6,
275,541,2023-11-10 18:01:00,2023-11-10 18:43:00,18,
276,383,2023-04-30 14:08:00,2023-04-30 16:52:00,20,
277,750,2023-09-30 22:47:00,2023-09-30 23:31:00,6,
278,973,2023-12-01 22:56:00,2023-12-01 23:12:00,17,
279,322,2023-11-12 01:31:00,2023-11-12 01:37:00,7,
280,597,2023-01-24 00:50:00,2023-01-24 03:17:00,10,
281,475,2023-09-08 21:25:00,2023-09-08 23:41:00,10,
282,905,2023-11-15 07:30:00,2023-11-15 09:25:00,14,
283,911,2023-03-08 03:33:00,2023-03-08 04:32:00,1,
284,527,2023-09-27 09:28:00,2023-09-27 11:54:00,20,
285,810,2023-04-01 09:17:00,2023-04-01 10:45:00,18,
286,959,2023-10-17 18:00:00,2023-10-17 18:12:00,3,
287,810,2023-01-21 18:02:00,2023-01-21 18:26:00,4,
288,748,2023-07-23 13:20:00,2023-07-23 14:48:00,7,
289,85,2023-05-27 11:12:00,2023-05-27 12:58:00,10,
290,17,2023-02-15 12:40:00,2023-02-15 13:54:00,1,
291,531,2023-04-04 11:07:00,2023-04-04 11:49:00,18,
292,847,2023-11-18 10:38:00,2023-11-18 11:39:00,4,
293,411,2023-11-15 07:17:00,2023-11-15 09:14:00,19,
294,828,2023-11-08 05:02:00,2023-11-08 07:38:00,7,
295,423,2023-08-30 08:07:00,2023-08-30 09:43:00,1,
296,80,2023-09-27 07:13:00,2023-09-27 10:05:00,4,
297,435,2023-12-10 07:11:00,2023-12-10 07:24:00,8,
298,32,2023-08-26 22:25:00,2023-08-27 01:11:00,9,
299,921,2023-12-02 15:25:00,2023-12-02 17:38:00,14,
300,990,2023-09-04 02:05:00,2023-09-04 04:02:00,10,
301,40,2023-08-06 02:43:00,2023-08-06 02:58:00,10,
302,646,2023-10-21 15:16:00,2023-10-21 15:17:00,16,
303,930,2023-12-13 12:53:00,2023-12-13 14:31:00,14,
304,512,2023-07-11 04:52:00,2023-07-11 05:10:00,1,
305,734,2023-06-18 22:17:00,2023-06-18 22:31:00,17,
306,498,2023-10-27 01:36:00,2023-10-27 04:35:00,13,
307,446,2023-06-24 04:23:00,2023-06-24 05:02:00,6,
308,139,2023-12-11 05:30:00,2023-12-11 07:49:00,6,
309,77,2023-04-15 20:09:00,2023-04-15 21:55:00,17,
310,759,2023-11-18 14:06:00,2023-11-18 16:00:00,15,
311,945,2023-09-20 22:59:00,2023-09-20 23:50:00,7,
312,398,2023-02-01 22:29:00,2023-02-01 22:36:00,14,
313,190,2023-03-15 20:55:00,2023-03-15 22:20:00,19,
314,715,2023-06-30 13:51:00,2023-06-30 13:59:00,3,
315,584,2023-07-08 13:22:00,2023-07-08 14:36:00,11,
316,138,2023-01-05 09:24:00,2023-01-05 10:38:00,13,
317,828,2023-04-28 11:42:00,2023-04-28 13:07:00,12,
318,930,2023-01-11 10:22:00,2023-01-11 11:21:00,17,
319,935,2023-09-26 20:58:00,2023-09-26 21:34:00,14,
320,292,2023-06-25 12:40:00,2023-06-25 14:03:00,17,
321,345,2023-10-01 23:21:00,2023-10-02 01:45:00,3,
322,853,2023-10-09 14:08:00,2023-10-09 15:56:00,1,
323,146,2023-02-19 14:15:00,2023-02-19 14:22:00,14,
324,589,2023-04-14 12:46:00,2023-04-14 14:33:00,15,
325,691,2023-04-04 08:17:00,2023-04-04 09:19:00,12,
326,496,2023-08-01 18:20:00,2023-08-01 20:14:00,4,
327,845,2023-12-11 23:49:00,2023-12-12 02:27:00,7,
328,589,2023-08-24 08:28:00,2023-08-24 09:36:00,9,
329,22,2023-07-04 05:47:00,2023-07-04 06:36:00,13,
330,533,2023-02-24 03:58:00,2023-02-24 05:49:00,9,
331,74,2023-04-16 02:58:00,2023-04-16 04:42:00,15,
332,390,2023-07-04 22:31:00,2023-07-05 00:35:00,14,
333,208,2023-04-08 13:54:00,2023-04-08 15:57:00,16,
334,949,2023-01-20 12:41:00,2023-01-20 13:12:00,13,
335,531,2023-07-14 15:00:00,2023-07-14 17:46:00,10,
336,207,2023-02-14 06:42:00,2023-02-14 07:33:00,3,
337,984,2023-05-02 15:19:00,2023-05-02 17:53:00,7,
338,86,2023-03-09 21:23:00,2023-03-09 22:14:00,14,
339,248,2023-03-30 15:37:00,2023-03-30 16:42:00,3,
340,78,2023-04-25 10:00:00,2023-04-25 12:21:00,9,
341,678,2023-11-05 00:38:00,2023-11-05 03:20:00,17,
342,474,2023-03-31 20:53:00,2023-03-31 22:52:00,13,
343,966,2023-03-29 03:10:00,2023-03-29 05:11:00,2,
344,81,2023-09-22 02:33:00,2023-09-22 04:08:00,7,
345,762,2023-08-11 01:33:00,2023-08-11 02:43:00,17,
346,391,2023-09-11 12:33:00,2023-09-11 14:44:00,1,
347,698,2023-12-16 18:28:00,2023-12-16 20:17:00,14,
348,910,2023-06-03 10:07:00,2023-06-03 12:06:00,15,
349,57,2023-02-24 17:55:00,2023-02-24 20:34:00,8,
350,706,2023-07-27 23:04:00,2023-07-27 23:47:00,9,
351,446,2023-12-03 20:26:00,2023-12-03 21:32:00,5,
352,939,2023-03-26 10:36:00,2023-03-26 12:38:00,18,
353,285,2023-08-06 03:01:00,2023-08-06 05:05:00,8,
354,237,2023-07-27 17:23:00,2023-07-27 19:32:00,11,
355,231,2023-05-17 22:07:00,2023-05-17 23:37:00,16,
356,243,2023-02-05 16:04:00,2023-02-05 16:44:00,6,
357,53,2023-01-19 21:50:00,2023-01-20 00:16:00,15,
358,729,2023-07-02 22:23:00,2023-07-02 23:18:00,1,
359,467,2023-06-01 14:38:00,2023-06-01 17:11:00,18,
360,493,2023-02-15 16:46:00,2023-02-15 17:26:00,5,
361,935,2023-05-19 20:48:00,2023-05-19 20:56:00,19,
362,311,2023-03-28 22:08:00,2023-03-29 00:48:00,5,
363,421,2023-11-30 14:40:00,2023-11-30 16:45:00,12,
364,433,2023-08-27 21:38:00,2023-08-27 22:39:00,11,
365,207,2023-08-28 11:32:00,2023-08-28 12:57:00,13,
366,372,2023-11-24 08:03:00,2023-11-24 08:39:00,17,
367,263,2023-11-21 23:58:00,2023-11-22 02:17:00,12,
368,784,2023-05-12 05:05:00,2023-05-12 05:07:00,8,
369,949,2023-07-31 00:23:00,2023-07-31 02:08:00,11,
370,161,2023-03-31 04:14:00,2023-03-31 04:59:00,12,
371,521,2023-05-01 19:57:00,2023-05-01 20:36:00,2,
372,26,2023-08-23 17:51:00,2023-08-23 20:35:00,16,
373,549,2023-07-09 14:12:00,2023-07-09 14:22:00,11,
374,244,2023-06-21 13:15:00,2023-06-21 15:46:00,12,
375,819,2023-09-04 10:14:00,2023-09-04 11:57:00,19,
376,36,2023-05-06 05:21:00,2023-05-06 08:13:00,20,
377,655,2023-05-18 22:24:00,2023-05-18 23:40:00,8,
378,979,2023-07-31 12:33:00,2023-07-31 12:36:00,19,
379,731,2023-03-13 16:07:00,2023-03-13 18:06:00,7,
380,493,2023-08-26 18:26:00,2023-08-26 19:28:00,13,
381,151,2023-03-22 21:19:00,2023-03-22 23:01:00,17,
382,401,2023-03-07 09:52:00,2023-03-07 11:44:00,12,
383,11,2023-11-26 16:06:00,2023-11-26 18:54:00,17,
384,40,2023-04-07 04:41:00,2023-04-07 05:13:00,9,
385,866,2023-08-08 16:41:00,2023-08-08 17:44:00,17,
386,462,2023-09-25 08:02:00,2023-09-25 10:58:00,8,
387,263,2023-04-19 17:38:00,2023-04-19 18:47:00,13,
388,872,2023-09-23 05:48:00,2023-09-23 07:23:00,16,
389,461,2023-07-26 21:03:00,2023-07-26 22:58:00,10,
390,621,2023-12-11 16:03:00,2023-12-11 17:39:00,9,
391,943,2023-02-03 02:03:00,2023-02-03 04:34:00,18,
392,608,2023-06-10 14:19:00,2023-06-10 14:41:00,16,
393,827,2023-10-06 11:42:00,2023-10-06 13:45:00,4,
394,652,2023-08-19 08:52:00,2023-08-19 09:06:00,9,
395,965,2023-04-10 18:11:00,2023-04-10 18:40:00,7,
396,528,2023-11-07 15:40:00,2023-11-07 17:11:00,15,
397,914,2023-03-14 11:29:00,2023-03-14 12:56:00,3,
398,413,2023-06-13 05:46:00,2023-06-13 08:11:00,20,
399,605,2023-01-14 18:47:00,2023-01-14 20:35:00,17,
400,348,2023-09-27 17:43:00,2023-09-27 20:10:00,8,
401,764,2023-11-01 16:45:00,2023-11-01 18:13:00,3,
402,730,2023-05-01 10:04:00,2023-05-01 11:39:00,15,
403,909,2023-01-03 02:21:00,2023-01-03 04:34:00,8,
404,566,2023-11-30 04:29:00,2023-11-30 05:43:00,19,
405,499,2023-06-01 22:13:00,2023-06-01 22:23:00,14,
406,319,2023-05-21 02:04:00,2023-05-21 03:29:00,12,
407,671,2023-03-15 14:04:00,2023-03-15 14:24:00,17,
408,428,2023-03-26 03:44:00,2023-03-26 05:19:00,17,
409,728,2023-06-30 03:37:00,2023-06-30 04:25:00,13,
410,317,2023-01-06 03:00:00,2023-01-06 03:12:00,9,
411,184,2023-04-16 23:51:00,2023-04-17 00:56:00,5,
412,355,2023-06-08 10:24:00,2023-06-08 12:25:00,1,
413,771,2023-10-14 02:24:00,2023-10-14 03:54:00,1,
414,551,2023-11-18 22:14:00,2023-11-18 22:25:00,4,
415,854,2023-08-16 23:23:00,2023-08-17 00:26:00,12,
416,84,2023-12-18 17:29:00,2023-12-18 19:39:00,8,
417,938,2023-08-02 04:01:00,2023-08-02 04:50:00,9,
418,850,2023-10-15 08:35:00,2023-10-15 08:48:00,7,
419,155,2023-04-16 01:43:00,2023-04-16 03:15:00,12,
420,836,2023-05-19 03:30:00,2023-05-19 05:20:00,8,
421,72,2023-12-01 08:42:00,2023-12-01 10:40:00,1,
422,851,2023-02-21 06:49:00,2023-02-21 08:03:00,19,
423,115,2023-12-08 18:37:00,2023-12-08 19:07:00,4,
424,285,2023-10-22 10:53:00,2023-10-22 13:32:00,2,
